bbref_id,season,Name,Age,Level,Team,G,PA,AB,R,H,X1B,X2B,X3B,HR,RBI,BB,IBB,uBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
gardnbr01,2021,Brett Gardner,37,Maj-AL,New York,140,461,387,47,86,56,16,4,10,39,60,0,60,100,3,5,6,3,4,0,0.222,0.327,0.362,0.689
poseybu01,2021,Buster Posey,34,Maj-NL,San Francisco,113,454,395,68,120,79,23,0,18,56,56,5,51,87,1,0,2,15,0,0,0.304,0.39,0.499,0.889
naquity01,2021,Tyler Naquin,30,Maj-NL,Cincinnati,127,454,411,52,111,66,24,2,19,70,35,1,34,106,5,0,3,9,5,3,0.27,0.333,0.477,0.81
dalbebo01,2021,Bobby Dalbec,26,Maj-AL,Boston,133,453,417,50,100,49,21,5,25,78,28,1,27,156,7,0,1,3,2,0,0.24,0.298,0.494,0.792
simmoan01,2021,Andrelton Simmons,31,Maj-AL,Minnesota,131,451,412,37,92,77,12,0,3,31,32,0,32,62,3,3,1,14,1,0,0.223,0.284,0.274,0.558
castrwi01,2021,Willi Castro,24,Maj-AL,Detroit,125,450,413,56,91,61,15,6,9,38,23,1,22,109,8,3,3,5,9,4,0.22,0.273,0.351,0.624
murphse01,2021,Sean Murphy,26,Maj-AL,Oakland,119,448,393,47,85,45,23,0,17,59,40,0,40,114,12,0,3,7,0,0,0.216,0.306,0.405,0.71
narvaom01,2021,Omar Narváez,29,Maj-NL,Milwaukee,123,445,391,54,104,73,20,0,11,49,41,3,38,84,7,0,6,13,0,0,0.266,0.342,0.402,0.743
walkech02,2021,Christian Walker,30,Maj-NL,Arizona,115,445,401,55,98,64,23,1,10,46,38,1,37,106,4,0,2,8,0,0,0.244,0.315,0.382,0.696
hoskirh01,2021,Rhys Hoskins,28,Maj-NL,Philadelphia,107,443,389,64,96,40,29,0,27,71,47,0,47,108,5,0,2,7,3,2,0.247,0.334,0.53,0.864
urshegi01,2021,Gio Urshela,29,Maj-AL,New York,116,442,420,42,112,78,18,2,14,49,20,0,20,109,1,0,1,16,1,0,0.267,0.301,0.419,0.72
sanchga02,2021,Gary Sánchez,28,Maj-AL,New York,117,440,383,54,78,41,13,1,23,54,52,3,49,121,5,0,0,14,0,0,0.204,0.307,0.423,0.73
santaan02,2021,Anthony Santander,26,Maj-AL,Baltimore,110,438,406,54,98,56,24,0,18,50,23,0,23,101,4,1,4,11,1,1,0.241,0.286,0.434,0.72
florewi01,2021,Wilmer Flores,29,Maj-NL,San Francisco,139,436,389,57,102,67,16,1,18,53,41,0,41,56,3,0,3,11,1,0,0.262,0.335,0.447,0.782
bradlja02,2021,Jackie Bradley Jr.,31,Maj-NL,Milwaukee,134,428,387,39,63,40,14,3,6,29,28,0,28,132,10,0,3,8,7,1,0.163,0.236,0.261,0.497
stallja01,2021,Jacob Stallings,31,Maj-NL,Pittsburgh,112,427,374,38,92,63,20,1,8,53,49,0,49,85,2,0,2,10,0,0,0.246,0.335,0.369,0.704
mcneije01,2021,Jeff McNeil,29,Maj-NL,New York,120,426,386,48,97,70,19,1,7,35,29,0,29,58,10,0,1,10,3,0,0.251,0.319,0.36,0.679
maldoma01,2021,Martín Maldonado,34,Maj-AL,Houston,125,426,373,40,64,41,10,1,12,36,47,1,46,127,5,0,1,9,0,0,0.172,0.272,0.3,0.573
polloaj01,2021,AJ Pollock,33,Maj-NL,Los Angeles,117,422,384,53,114,65,27,1,21,69,30,4,26,80,6,0,2,4,9,1,0.297,0.356,0.537,0.892
severpe01,2021,Pedro Severino,27,Maj-AL,Baltimore,113,419,379,32,94,65,18,0,11,46,34,1,33,109,1,0,5,9,0,0,0.248,0.308,0.383,0.691
bohmal01,2021,Alec Bohm,24,Maj-NL,Philadelphia,115,417,380,46,94,72,15,0,7,47,31,0,31,111,2,0,4,12,4,0,0.247,0.305,0.342,0.647
rodgebr02,2021,Brendan Rodgers,24,Maj-NL,Colorado,102,415,387,49,110,71,21,3,15,51,19,0,19,84,7,0,2,8,0,0,0.284,0.328,0.47,0.798
rosared01,2021,Eddie Rosario,29,"Maj-AL,Maj-NL","Atlanta,Cleveland",111,412,379,42,98,62,19,3,14,62,26,0,26,61,1,2,4,4,11,3,0.259,0.305,0.435,0.74
profaju01,2021,Jurickson Profar,28,Maj-NL,San Diego,137,412,353,47,80,57,17,2,4,33,49,1,48,65,6,1,2,12,10,5,0.227,0.329,0.32,0.649
mccanja02,2021,James McCann,31,Maj-NL,New York,121,412,375,29,87,64,12,1,10,46,32,1,31,115,2,0,3,12,1,2,0.232,0.294,0.349,0.643
seageco01,2021,Corey Seager,27,Maj-NL,Los Angeles,95,409,353,54,108,67,22,3,16,57,48,2,46,66,5,0,3,8,1,1,0.306,0.394,0.521,0.915
gregodi01,2021,Didi Gregorius,31,Maj-NL,Philadelphia,103,408,368,35,77,46,16,2,13,54,25,1,24,67,8,0,7,8,3,0,0.209,0.27,0.37,0.639
francma02,2021,Maikel Franco,28,Maj-AL,Baltimore,104,403,377,31,79,46,22,0,11,47,20,0,20,67,3,0,3,12,0,0,0.21,0.253,0.355,0.609
stephty01,2021,Tyler Stephenson,24,Maj-NL,Cincinnati,132,402,350,56,100,69,21,0,10,45,41,1,40,75,6,0,5,11,0,0,0.286,0.366,0.431,0.797
dejonpa01,2021,Paul DeJong,27,Maj-NL,St. Louis,113,402,356,44,70,40,10,1,19,45,35,0,35,103,9,0,2,6,4,1,0.197,0.284,0.39,0.674
baderha01,2021,Harrison Bader,27,Maj-NL,St. Louis,103,401,367,45,98,60,21,1,16,50,27,6,21,85,5,0,2,4,9,4,0.267,0.324,0.461,0.785
bregmal01,2021,Alex Bregman,27,Maj-AL,Houston,91,400,348,54,94,65,17,0,12,55,44,4,40,53,4,0,4,13,1,0,0.27,0.355,0.422,0.777
gamelbe01,2021,Ben Gamel,29,"Maj-AL,Maj-NL","Cleveland,Pittsburgh",122,400,340,43,84,55,18,3,8,26,51,2,49,105,3,2,4,7,3,6,0.247,0.347,0.388,0.735
kempto01,2021,Tony Kemp,29,Maj-AL,Oakland,131,397,330,54,92,65,16,3,8,37,52,0,52,51,6,4,5,2,8,2,0.279,0.382,0.418,0.8
hayeske01,2021,Ke'Bryan Hayes,24,Maj-NL,Pittsburgh,96,396,362,49,93,65,20,2,6,38,31,0,31,87,1,0,2,11,9,1,0.257,0.316,0.373,0.689
galvifr01,2021,Freddy Galvis,31,"Maj-AL,Maj-NL","Baltimore,Philadelphia",104,394,356,53,86,56,15,1,14,40,27,1,26,77,5,2,3,6,1,0,0.242,0.302,0.407,0.709
kiermke01,2021,Kevin Kiermaier,31,Maj-AL,Tampa Bay,122,390,348,54,90,60,19,7,4,37,33,2,31,99,5,0,4,4,9,5,0.259,0.328,0.388,0.716
barnhtu01,2021,Tucker Barnhart,30,Maj-NL,Cincinnati,116,388,348,41,86,58,21,0,7,48,29,1,28,100,8,0,3,8,0,0,0.247,0.317,0.368,0.685
nimmobr01,2021,Brandon Nimmo,28,Maj-NL,New York,92,386,325,51,95,67,17,3,8,28,54,0,54,79,5,2,0,3,5,4,0.292,0.401,0.437,0.838
polangr01,2021,Gregory Polanco,29,Maj-NL,Pittsburgh,107,382,336,38,70,45,12,2,11,36,36,2,34,104,2,0,8,8,14,1,0.208,0.283,0.354,0.637
beltbr01,2021,Brandon Belt,33,Maj-NL,San Francisco,97,381,325,65,89,44,14,2,29,59,48,3,45,103,7,0,1,9,3,2,0.274,0.378,0.597,0.975
wadela01,2021,LaMonte Wade Jr.,27,Maj-NL,San Francisco,109,381,336,52,85,47,17,3,18,56,33,1,32,89,5,4,3,3,6,1,0.253,0.326,0.482,0.808
haaseer01,2021,Eric Haase,28,Maj-AL,Detroit,98,381,351,48,81,46,12,1,22,61,26,0,26,119,2,0,2,11,2,0,0.231,0.286,0.459,0.745
luxga01,2021,Gavin Lux,23,Maj-NL,Los Angeles,102,381,335,49,81,58,12,4,7,46,41,3,38,83,3,0,2,3,4,1,0.242,0.328,0.364,0.692
laurera01,2021,Ramón Laureano,26,Maj-AL,Oakland,88,378,341,43,84,47,21,2,14,39,27,0,27,98,9,0,1,4,12,5,0.246,0.318,0.443,0.76
torrelu01,2021,Luis Torrens,25,Maj-AL,Seattle,108,378,346,39,84,51,16,2,15,47,28,1,27,99,1,0,3,8,0,0,0.243,0.299,0.431,0.73
millebr02,2021,Brad Miller,31,Maj-NL,Philadelphia,140,377,331,53,75,43,9,3,20,49,45,2,43,112,1,0,0,7,3,0,0.227,0.321,0.453,0.774
kelenja01,2021,Jarred Kelenic,21,Maj-AL,Seattle,93,377,337,41,61,33,13,1,14,43,36,0,36,106,3,0,1,5,6,4,0.181,0.265,0.35,0.615
mooredy01,2021,Dylan Moore,28,Maj-AL,Seattle,126,377,332,42,60,35,11,2,12,43,40,0,40,111,4,0,1,6,21,5,0.181,0.276,0.334,0.61
grandya01,2021,Yasmani Grandal,32,Maj-AL,Chicago,93,375,279,60,67,35,9,0,23,62,87,0,87,82,3,1,5,15,0,0,0.24,0.42,0.52,0.94
zuninmi01,2021,Mike Zunino,30,Maj-AL,Tampa Bay,109,375,333,64,72,26,11,2,33,62,34,0,34,132,7,0,1,7,0,0,0.216,0.301,0.559,0.86
wisdopa01,2021,Patrick Wisdom,29,Maj-NL,Chicago,106,375,338,54,78,37,13,0,28,61,32,1,31,153,4,0,0,7,4,1,0.231,0.305,0.518,0.823
gomesya01,2021,Yan Gomes,33,"Maj-AL,Maj-NL","Oakland,Washington",102,375,349,49,88,58,15,1,14,52,19,3,16,78,6,0,1,15,0,0,0.252,0.301,0.421,0.723
toroab01,2021,Abraham Toro,24,Maj-AL,"Houston,Seattle",95,375,335,45,80,57,12,0,11,46,31,0,31,54,7,0,2,5,6,3,0.239,0.315,0.373,0.688
marteke01,2021,Ketel Marte,27,Maj-NL,Arizona,90,374,340,52,108,64,29,1,14,50,31,3,28,60,2,0,1,8,2,0,0.318,0.377,0.532,0.909
gosseph01,2021,Phil Gosselin,32,Maj-AL,Los Angeles,104,373,345,40,90,69,14,0,7,47,24,0,24,81,3,0,1,3,4,2,0.261,0.314,0.362,0.676
diazel01,2021,Elias Díaz,30,Maj-NL,Colorado,106,371,338,52,83,46,18,1,18,44,30,1,29,60,2,0,1,15,0,0,0.246,0.31,0.465,0.775
roblevi01,2021,Victor Robles,24,Maj-NL,Washington,107,369,315,37,64,40,21,1,2,19,33,3,30,85,16,4,1,7,8,6,0.203,0.31,0.295,0.605
dickeco01,2021,Corey Dickerson,32,"Maj-AL,Maj-NL","Miami,Toronto",109,365,336,43,91,62,18,5,6,29,25,1,24,68,3,0,1,8,6,5,0.271,0.326,0.408,0.734
uptonju01,2021,Justin Upton,33,Maj-AL,Los Angeles,89,362,318,47,67,38,12,0,17,41,39,0,39,107,1,0,3,11,4,1,0.211,0.296,0.409,0.705
ramirha02,2021,Harold Ramírez,26,Maj-AL,Cleveland,99,361,339,33,91,62,21,1,7,41,14,1,13,56,5,0,3,10,3,1,0.268,0.305,0.398,0.703
odorro01,2021,Rougned Odor,27,Maj-AL,New York,102,361,322,42,65,38,12,0,15,39,27,2,25,100,11,1,0,3,0,1,0.202,0.286,0.379,0.665
acunaro01,2021,Ronald Acuna Jr.,23,Maj-NL,Atlanta,82,360,297,72,84,40,19,1,24,52,49,2,47,85,9,0,5,0,17,6,0.283,0.394,0.596,0.99
kellyca02,2021,Carson Kelly,26,Maj-NL,Arizona,98,359,304,41,73,48,11,1,13,46,44,1,43,74,6,0,5,10,0,0,0.24,0.343,0.411,0.754
moranco01,2021,Colin Moran,28,Maj-NL,Pittsburgh,99,359,318,29,82,60,12,0,10,50,36,0,36,87,2,0,3,6,1,0,0.258,0.334,0.39,0.724
caratvi01,2021,Victor Caratini,27,Maj-NL,San Diego,116,356,313,33,71,55,9,0,7,39,35,8,27,82,4,0,4,13,2,0,0.227,0.309,0.323,0.632
heywaja01,2021,Jason Heyward,31,Maj-NL,Chicago,104,353,323,35,69,44,15,2,8,30,27,1,26,68,3,0,0,4,5,1,0.214,0.281,0.347,0.627
cabreas01,2021,Asdrúbal Cabrera,35,Maj-NL,"Arizona,Cincinnati",110,352,309,34,71,43,21,0,7,42,36,1,35,80,3,0,4,8,1,0,0.23,0.313,0.366,0.678
bellico01,2021,Cody Bellinger,25,Maj-NL,Los Angeles,95,350,315,39,52,31,9,2,10,36,31,2,29,94,1,0,3,2,3,1,0.165,0.24,0.302,0.542
escobal02,2021,Alcides Escobar,34,Maj-NL,Washington,75,349,319,53,92,65,21,2,4,28,17,0,17,56,9,2,2,2,3,0,0.288,0.34,0.404,0.745
zimmebr01,2021,Bradley Zimmer,28,Maj-AL,Cleveland,99,348,299,44,68,50,9,1,8,35,30,0,30,122,15,0,4,3,15,3,0.227,0.325,0.345,0.669
pillake01,2021,Kevin Pillar,32,Maj-NL,New York,123,347,325,40,75,47,11,2,15,47,11,0,11,81,10,0,1,5,4,3,0.231,0.277,0.415,0.692
heredgu01,2021,Guillermo Heredia,30,Maj-NL,Atlanta,120,347,305,46,67,36,26,0,5,26,32,3,29,81,9,0,1,5,0,0,0.22,0.311,0.354,0.665
castrst01,2021,Starlin Castro,31,Maj-NL,Washington,87,346,315,25,89,66,20,0,3,38,26,1,25,62,0,0,4,6,0,1,0.283,0.333,0.375,0.708
solando01,2021,Donovan Solano,33,Maj-NL,San Francisco,101,344,307,35,86,62,17,0,7,31,25,2,23,58,7,1,4,8,2,0,0.28,0.344,0.404,0.748
torrero01,2021,Ronald Torreyes,28,Maj-NL,Philadelphia,111,344,318,30,77,59,10,1,7,41,19,2,17,41,1,5,1,7,2,1,0.242,0.286,0.346,0.632
springe01,2021,George Springer,31,Maj-AL,Toronto,78,342,299,59,79,37,19,1,22,50,37,1,36,79,4,0,1,6,4,1,0.264,0.352,0.555,0.907
castrha01,2021,Harold Castro,27,Maj-AL,Detroit,106,339,315,35,89,72,13,1,3,37,14,0,14,72,1,4,5,7,1,1,0.283,0.31,0.359,0.669
dazayo01,2021,Yonathan Daza,27,Maj-NL,Colorado,107,331,301,26,85,69,12,2,2,30,21,0,21,60,2,6,1,9,2,1,0.282,0.332,0.356,0.688
ortegra01,2021,Rafael Ortega,30,Maj-NL,Chicago,103,330,296,44,86,59,14,2,11,33,30,1,29,70,2,2,0,3,12,6,0.291,0.36,0.463,0.823
lagarju01,2021,Juan Lagares,32,Maj-AL,Los Angeles,112,327,309,39,73,45,20,2,6,38,12,0,12,76,1,4,1,8,1,2,0.236,0.266,0.372,0.639
boteda01,2021,David Bote,28,Maj-NL,Chicago,97,327,291,32,58,38,10,2,8,35,27,0,27,73,5,1,3,13,0,1,0.199,0.276,0.33,0.606
sosaed01,2021,Edmundo Sosa,25,Maj-NL,St. Louis,113,326,288,39,78,60,8,4,6,27,17,2,15,63,17,1,2,8,4,4,0.271,0.346,0.389,0.735
tellero01,2021,Rowdy Tellez,26,"Maj-AL,Maj-NL","Milwaukee,Toronto",106,325,297,34,72,45,14,2,11,36,23,4,19,65,4,0,1,6,0,0,0.242,0.305,0.414,0.719
murphto04,2021,Tom Murphy,30,Maj-AL,Seattle,97,325,277,35,56,37,8,0,11,34,40,0,40,99,2,0,3,8,0,0,0.202,0.304,0.35,0.655
goodrni01,2021,Niko Goodrum,29,Maj-AL,Detroit,90,325,290,39,62,40,11,2,9,33,29,0,29,107,4,0,2,6,14,5,0.214,0.292,0.359,0.651
duffyma01,2021,Matt Duffy,30,Maj-NL,Chicago,97,322,289,45,83,66,12,0,5,30,25,0,25,63,7,0,1,16,8,1,0.287,0.357,0.381,0.738
mccorch01,2021,Chas McCormick,26,Maj-AL,Houston,108,320,284,47,73,47,12,0,14,50,25,0,25,104,4,0,7,5,4,2,0.257,0.319,0.447,0.766
stassma01,2021,Max Stassi,30,Maj-AL,Los Angeles,87,319,282,45,68,43,11,1,13,35,28,0,28,101,8,0,1,8,0,0,0.241,0.326,0.426,0.752
diazal02,2021,Aledmys Díaz,30,Maj-AL,Houston,84,319,294,28,76,49,19,0,8,45,16,3,13,62,9,0,0,7,0,1,0.259,0.317,0.405,0.721
stewadj01,2021,DJ Stewart,27,Maj-AL,Baltimore,99,318,270,39,55,33,10,0,12,33,44,1,43,89,4,0,0,3,0,0,0.204,0.324,0.374,0.698
varshda01,2021,Daulton Varsho,24,Maj-NL,Arizona,95,315,284,41,70,40,17,2,11,38,30,3,27,67,0,1,0,4,6,0,0.247,0.319,0.437,0.755
bauerja01,2021,Jake Bauers,25,Maj-AL,"Cleveland,Seattle",115,315,282,27,59,48,7,0,4,19,30,1,29,78,2,0,0,1,6,1,0.209,0.29,0.277,0.566
rufda01,2021,Darin Ruf,34,Maj-NL,San Francisco,117,312,262,41,71,40,13,2,16,43,46,2,44,87,3,0,1,8,2,0,0.271,0.385,0.519,0.904
dickeal01,2021,Alex Dickerson,31,Maj-NL,San Francisco,111,312,283,37,66,41,10,2,13,38,23,1,22,76,6,0,0,7,1,0,0.233,0.305,0.421,0.725
hedgeau01,2021,Austin Hedges,28,Maj-AL,Cleveland,88,312,286,32,51,34,7,0,10,31,15,1,14,87,1,7,3,7,1,0,0.178,0.22,0.308,0.527
alfarjo01,2021,Jorge Alfaro,28,Maj-NL,Miami,92,311,295,22,72,52,15,1,4,30,11,0,11,99,5,0,0,8,8,1,0.244,0.283,0.342,0.625
vanmejo01,2021,Josh VanMeter,26,Maj-NL,Arizona,112,310,274,26,58,33,17,2,6,36,33,0,33,83,1,0,2,5,3,2,0.212,0.297,0.354,0.651
francwa01,2021,Wander Franco,20,Maj-AL,Tampa Bay,70,308,281,53,81,51,18,5,7,39,24,0,24,37,2,0,1,2,2,1,0.288,0.347,0.463,0.81
brownse01,2021,Seth Brown,28,Maj-AL,Oakland,111,307,281,43,60,26,13,1,20,48,23,2,21,89,1,0,2,1,4,1,0.214,0.274,0.48,0.754
gonzama01,2021,Marwin Gonzalez,32,Maj-AL,"Boston,Houston",91,307,276,30,55,36,14,0,5,28,20,0,20,78,9,1,1,8,3,2,0.199,0.275,0.304,0.579
slateau01,2021,Austin Slater,28,Maj-NL,San Francisco,129,306,274,39,66,41,12,1,12,32,28,2,26,84,4,0,0,7,15,2,0.241,0.32,0.423,0.744
choiji01,2021,Ji Man Choi,30,Maj-AL,Tampa Bay,83,305,258,36,59,34,14,0,11,45,45,0,45,87,2,0,0,5,0,0,0.229,0.348,0.411,0.758
peterja01,2021,Jace Peterson,31,Maj-NL,Milwaukee,94,302,259,36,64,46,11,1,6,31,38,0,38,68,3,0,2,1,10,1,0.247,0.348,0.367,0.715
trevijo01,2021,Jose Trevino,28,Maj-AL,Texas,89,302,285,23,68,49,14,0,5,30,12,1,11,57,0,2,3,13,1,1,0.239,0.267,0.34,0.607
larnatr01,2021,Trevor Larnach,24,Maj-AL,Minnesota,79,301,260,29,58,39,12,0,7,28,31,0,31,104,8,0,2,3,1,0,0.223,0.322,0.35,0.672
mckinbi01,2021,Billy McKinney,26,Maj-NL,"Los Angeles,Milwaukee,New York",115,300,265,32,51,28,11,3,9,27,32,2,30,79,1,0,2,3,2,0,0.193,0.28,0.359,0.639
kimha01,2021,Ha-Seong Kim,25,Maj-NL,San Diego,117,298,267,27,54,32,12,2,8,34,22,1,21,71,4,2,3,6,6,1,0.202,0.27,0.352,0.622
duggast01,2021,Steven Duggar,27,Maj-NL,San Francisco,107,297,268,45,69,42,14,5,8,35,27,3,24,88,2,0,0,4,7,0,0.258,0.33,0.437,0.767
roberlu01,2021,Luis Robert Jr.,23,Maj-AL,Chicago,68,296,275,42,93,57,22,1,13,43,14,1,13,61,5,0,2,4,6,1,0.338,0.378,0.567,0.946
uriasra01,2021,Ramón Urías,27,Maj-AL,Baltimore,85,296,262,33,73,52,14,0,7,38,28,0,28,76,6,0,0,3,1,2,0.279,0.362,0.412,0.774
pujolal01,2021,Albert Pujols,41,"Maj-AL,Maj-NL",Los Angeles,108,296,275,29,65,45,3,0,17,50,14,3,11,45,5,0,2,14,2,0,0.236,0.284,0.433,0.717
gutieke01,2021,Kelvin Gutiérrez,26,Maj-AL,"Baltimore,Kansas City",85,295,272,23,63,49,8,3,3,20,19,0,19,76,4,0,0,4,0,1,0.232,0.292,0.316,0.608
biggica01,2021,Cavan Biggio,26,Maj-AL,Toronto,79,294,250,27,56,38,10,1,7,27,37,2,35,78,1,1,4,4,3,1,0.224,0.322,0.356,0.678
jeffery01,2021,Ryan Jeffers,24,Maj-AL,Minnesota,85,293,267,28,53,28,10,1,14,35,22,0,22,108,4,0,0,6,0,1,0.199,0.27,0.401,0.67
phillbr02,2021,Brett Phillips,27,Maj-AL,Tampa Bay,118,292,253,50,52,26,9,4,13,44,33,0,33,113,2,2,2,3,14,3,0.206,0.3,0.427,0.727
longoev01,2021,Evan Longoria,35,Maj-NL,San Francisco,81,291,253,45,66,36,17,0,13,46,35,4,31,68,1,0,2,9,1,1,0.261,0.351,0.482,0.833
mayfija01,2021,Jack Mayfield,30,Maj-AL,"Los Angeles,Seattle",86,290,266,30,58,33,15,0,10,39,17,0,17,68,3,3,1,6,5,0,0.218,0.272,0.387,0.659
brinsle01,2021,Lewis Brinson,27,Maj-NL,Miami,89,290,274,24,62,39,14,0,9,33,13,0,13,72,1,1,1,5,1,1,0.226,0.263,0.376,0.639
hernaya01,2021,Yadiel Hernández,33,Maj-NL,Washington,112,289,264,33,72,54,8,1,9,32,22,1,21,59,1,0,2,11,3,0,0.273,0.329,0.413,0.742
eatonad02,2021,Adam Eaton,32,Maj-AL,"Chicago,Los Angeles",83,288,254,38,51,33,10,2,6,30,22,0,22,71,7,4,1,6,3,0,0.201,0.282,0.327,0.609
cainlo01,2021,Lorenzo Cain,35,Maj-NL,Milwaukee,78,286,257,40,66,45,13,0,8,36,26,0,26,48,2,0,1,5,13,2,0.257,0.329,0.401,0.73
heimjo01,2021,Jonah Heim,26,Maj-AL,Texas,82,285,265,22,52,29,13,0,10,32,15,0,15,58,1,1,3,8,3,1,0.196,0.239,0.359,0.598
calhowi01,2021,Willie Calhoun,26,Maj-AL,Texas,75,284,260,26,65,46,10,3,6,25,21,0,21,34,2,0,1,6,0,2,0.25,0.31,0.381,0.691
fuentjo01,2021,Joshua Fuentes,28,Maj-NL,Colorado,94,284,271,30,61,42,11,1,7,33,12,1,11,65,0,0,1,5,0,0,0.225,0.257,0.351,0.608
valaipa01,2021,Pat Valaika,28,Maj-AL,Baltimore,90,281,259,17,52,39,8,0,5,25,16,0,16,76,2,1,3,4,1,1,0.201,0.25,0.29,0.54
bradlbo01,2021,Bobby Bradley,25,Maj-AL,Cleveland,74,279,245,36,51,25,10,0,16,41,25,1,24,99,6,0,3,3,0,0,0.208,0.294,0.445,0.739
diazis01,2021,Isan Díaz,25,Maj-NL,Miami,89,278,238,25,46,33,9,0,4,17,34,6,28,73,1,1,3,2,1,1,0.193,0.294,0.282,0.575
mejiafr01,2021,Francisco Mejía,25,Maj-AL,Tampa Bay,84,277,250,31,65,41,15,3,6,35,17,0,17,49,7,1,2,4,0,0,0.26,0.323,0.416,0.739
zimmery01,2021,Ryan Zimmerman,36,Maj-NL,Washington,110,273,255,27,62,32,16,0,14,46,16,0,16,77,0,0,2,9,0,0,0.243,0.286,0.471,0.756
ibanean01,2021,Andy Ibáñez,28,Maj-AL,Texas,76,272,253,31,70,46,15,2,7,25,15,0,15,35,2,1,1,6,0,0,0.277,0.321,0.435,0.756
tayloty01,2021,Tyrone Taylor,27,Maj-NL,Milwaukee,93,271,243,33,60,36,9,3,12,43,20,1,19,59,7,0,1,6,6,1,0.247,0.321,0.457,0.778
goodwbr01,2021,Brian Goodwin,30,Maj-AL,Chicago,72,271,235,33,52,33,10,1,8,29,33,0,33,58,1,1,1,2,1,0,0.221,0.319,0.375,0.693
culbech01,2021,Charlie Culberson,32,Maj-AL,Texas,90,271,247,23,60,38,15,2,5,22,17,1,16,64,2,4,1,3,7,1,0.243,0.296,0.381,0.677
bertijo01,2021,Jon Berti,31,Maj-NL,Miami,85,271,233,35,49,34,10,1,4,19,32,0,32,61,3,1,2,7,8,4,0.21,0.311,0.313,0.624
fraleja01,2021,Jake Fraley,26,Maj-AL,Seattle,78,265,214,27,45,29,7,0,9,36,46,1,45,71,2,1,2,3,10,2,0.21,0.352,0.369,0.722
thomala02,2021,Lane Thomas,25,Maj-NL,"St. Louis,Washington",77,264,226,35,53,29,15,2,7,28,37,1,36,63,0,0,1,6,6,3,0.235,0.341,0.412,0.752
anderbr06,2021,Brian Anderson,28,Maj-NL,Miami,67,264,233,24,58,42,9,0,7,28,26,2,24,65,5,0,0,4,5,0,0.249,0.337,0.378,0.715
nunezdo01,2021,Dom Nuñez,26,Maj-NL,Colorado,81,263,228,31,43,18,12,3,10,33,34,4,30,91,0,0,1,0,0,0,0.189,0.293,0.399,0.692
merceye01,2021,Yermín Mercedes,28,Maj-AL,Chicago,68,262,240,26,65,48,9,1,7,37,20,1,19,46,1,0,1,7,0,1,0.271,0.328,0.404,0.732
tsutsyo01,2021,Yoshi Tsutsugo,29,"Maj-AL,Maj-NL","Los Angeles,Pittsburgh,Tampa Bay",81,262,230,27,50,29,12,1,8,32,29,0,29,72,1,1,1,3,0,1,0.217,0.307,0.383,0.689
marshbr02,2021,Brandon Marsh,23,Maj-AL,Los Angeles,70,260,236,27,60,43,12,3,2,19,20,0,20,91,2,1,1,3,6,1,0.254,0.317,0.356,0.673
holtbr01,2021,Brock Holt,33,Maj-AL,Texas,76,260,235,21,49,33,13,1,2,23,23,0,23,49,1,0,1,5,5,1,0.209,0.281,0.298,0.579
schwifr01,2021,Frank Schwindel,29,"Maj-AL,Maj-NL","Chicago,Oakland",64,259,242,44,79,44,20,1,14,43,16,2,14,41,1,0,0,4,2,1,0.326,0.371,0.591,0.962
vogelda01,2021,Daniel Vogelbach,28,Maj-NL,Milwaukee,92,258,215,30,47,30,8,0,9,24,43,1,42,57,0,0,0,6,0,0,0.219,0.349,0.381,0.73
panikjo01,2021,Joe Panik,30,"Maj-AL,Maj-NL","Miami,Toronto",95,257,236,17,49,37,9,0,3,18,17,1,16,34,2,1,1,9,2,0,0.208,0.266,0.284,0.55
alberha01,2021,Hanser Alberto,28,Maj-AL,Kansas City,103,255,241,25,65,40,20,3,2,24,4,0,4,26,4,4,2,1,3,1,0.27,0.291,0.403,0.693
alcanse01,2021,Sergio Alcántara,24,Maj-NL,Chicago,89,255,220,30,45,31,6,3,5,17,30,2,28,74,2,1,2,3,3,0,0.205,0.303,0.327,0.63
buxtoby01,2021,Byron Buxton,27,Maj-AL,Minnesota,61,254,235,50,72,30,23,0,19,32,13,0,13,62,6,0,0,0,9,1,0.306,0.358,0.647,1.005
ohearry01,2021,Ryan O'Hearn,27,Maj-AL,Kansas City,84,254,236,23,53,38,5,1,9,29,13,0,13,71,2,0,3,7,0,0,0.225,0.268,0.369,0.636
morelmi01,2021,Mitch Moreland,35,Maj-AL,Oakland,80,252,229,28,52,30,11,1,10,30,18,0,18,58,2,0,3,5,0,0,0.227,0.286,0.415,0.701
sanchje02,2021,Jesús Sánchez,23,Maj-NL,Miami,64,251,227,27,57,33,8,2,14,36,20,3,17,78,3,0,1,2,0,1,0.251,0.319,0.489,0.808
changyu01,2021,Yu Chang,25,Maj-AL,Cleveland,89,251,237,32,54,28,14,3,9,39,11,0,11,69,2,0,1,4,1,0,0.228,0.267,0.426,0.693
coopega03,2021,Garrett Cooper,30,Maj-NL,Miami,71,250,215,30,61,41,10,1,9,33,30,0,30,68,4,0,1,6,1,1,0.284,0.38,0.465,0.845
naylojo01,2021,Josh Naylor,24,Maj-AL,Cleveland,69,250,233,28,59,39,13,0,7,21,14,1,13,45,2,0,0,7,1,0,0.253,0.301,0.399,0.7
